full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity,text
tenstorrent/tt-inference-server,https://github.com/tenstorrent/tt-inference-server,55,23,657,64,1912,21,1,2966,0,1,Python,674,0,29.9,1,1.8,active,"Repository in Python with low popularity (55 stars, 23 forks). Maintained by a large community of 64 contributors, 1912 total commits (29.9 per contributor). 21 releases, 657 open issues. It has CI/CD workflows, has a README of 2966 characters, no topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago)."
OrnitheMC/feather,https://github.com/OrnitheMC/feather,64,33,7,131,4029,0,1,5661,1,1,Python,1641,0,30.8,1,4.5,active,"Repository in Python with low popularity (64 stars, 33 forks). Maintained by a large community of 131 contributors, 4029 total commits (30.8 per contributor). 0 releases, 7 open issues. It has CI/CD workflows, has a README of 5661 characters, 1 topics, and is licensed. The project is 4.5 years old and currently active (last push 0 days ago)."
ansys/pydpf-post,https://github.com/ansys/pydpf-post,57,12,51,27,623,21,1,3995,0,1,Python,2017,0,23.1,1,5.5,active,"Repository in Python with low popularity (57 stars, 12 forks). Maintained by a team of 27 contributors, 623 total commits (23.1 per contributor). 21 releases, 51 open issues. It has CI/CD workflows, has a README of 3995 characters, no topics, and is licensed. The project is 5.5 years old and currently active (last push 0 days ago)."
Runware/ComfyUI-Runware,https://github.com/Runware/ComfyUI-Runware,139,20,3,2,461,66,0,7427,0,1,Python,562,0,230.5,1,1.5,active,"Repository in Python with moderate popularity (139 stars, 20 forks). Maintained by a small team of 2 contributors, 461 total commits (230.5 per contributor). 66 releases, 3 open issues. It lacks CI/CD workflows, has a README of 7427 characters, no topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago)."
amirmushichge/tribeV2_ViralAnalyser,https://github.com/amirmushichge/tribeV2_ViralAnalyser,178,43,4,1,28,4,1,8647,0,0,Python,28,0,28.0,1,0.1,active,"Repository in Python with moderate popularity (178 stars, 43 forks). Maintained by a single contributor, 28 total commits (28.0 per contributor). 4 releases, 4 open issues. It has CI/CD workflows, has a README of 8647 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago)."
tom-doerr/repo_posts,https://github.com/tom-doerr/repo_posts,275,29,2,1,45344,0,1,4063,0,1,Python,466,0,45344.0,1,1.3,active,"Repository in Python with moderate popularity (275 stars, 29 forks). Maintained by a single contributor, 45344 total commits (45344.0 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 4063 characters, no topics, and is licensed. The project is 1.3 years old and currently active (last push 0 days ago)."
REIJI007/Adblock-Rule-Collection,https://github.com/REIJI007/Adblock-Rule-Collection,103,8,0,2,426,1,1,4082,16,1,Python,661,0,213.0,1,1.8,active,"Repository in Python with moderate popularity (103 stars, 8 forks). Maintained by a small team of 2 contributors, 426 total commits (213.0 per contributor). 1 releases, 0 open issues. It has CI/CD workflows, has a README of 4082 characters, 16 topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago)."
gambiarras/legal-iptv,https://github.com/gambiarras/legal-iptv,76,5,0,2,17634,0,0,0,0,0,Python,1254,0,8817.0,0,3.4,active,"Repository in Python with low popularity (76 stars, 5 forks). Maintained by a small team of 2 contributors, 17634 total commits (8817.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 3.4 years old and currently active (last push 0 days ago)."
shiyu-coder/Kronos-demo,https://github.com/shiyu-coder/Kronos-demo,111,52,8,1,7714,0,0,0,0,0,Python,322,0,7714.0,0,0.9,active,"Repository in Python with moderate popularity (111 stars, 52 forks). Maintained by a single contributor, 7714 total commits (7714.0 per contributor). 0 releases, 8 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.9 years old and currently active (last push 0 days ago)."
cognizant-ai-lab/neuro-san,https://github.com/cognizant-ai-lab/neuro-san,113,38,102,20,4913,163,1,12210,14,1,Python,559,0,245.6,1,1.5,active,"Repository in Python with moderate popularity (113 stars, 38 forks). Maintained by a team of 20 contributors, 4913 total commits (245.6 per contributor). 163 releases, 102 open issues. It has CI/CD workflows, has a README of 12210 characters, 14 topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago)."
doms9/iptv,https://github.com/doms9/iptv,161,41,0,2,5918,0,1,2328,5,1,Python,371,0,2959.0,1,1.0,active,"Repository in Python with moderate popularity (161 stars, 41 forks). Maintained by a small team of 2 contributors, 5918 total commits (2959.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2328 characters, 5 topics, and is licensed. The project is 1.0 years old and currently active (last push 0 days ago)."
hgbrian/biomodals,https://github.com/hgbrian/biomodals,158,22,0,3,194,0,0,11744,0,1,Python,914,0,64.7,1,2.5,active,"Repository in Python with moderate popularity (158 stars, 22 forks). Maintained by a small team of 3 contributors, 194 total commits (64.7 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 11744 characters, no topics, and is licensed. The project is 2.5 years old and currently active (last push 0 days ago)."
watchttvv/free-proxy-list,https://github.com/watchttvv/free-proxy-list,136,38,4,2,18326,0,1,637,0,0,Python,251,0,9163.0,1,0.7,active,"Repository in Python with moderate popularity (136 stars, 38 forks). Maintained by a small team of 2 contributors, 18326 total commits (9163.0 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 637 characters, no topics, and is no license. The project is 0.7 years old and currently active (last push 0 days ago)."
Crypt0nly/plutus,https://github.com/Crypt0nly/plutus,65,3,2,4,877,266,1,14193,0,1,Python,97,0,219.2,1,0.3,active,"Repository in Python with low popularity (65 stars, 3 forks). Maintained by a small team of 4 contributors, 877 total commits (219.2 per contributor). 266 releases, 2 open issues. It has CI/CD workflows, has a README of 14193 characters, no topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago)."
vercel-labs/ai-python,https://github.com/vercel-labs/ai-python,67,7,4,5,364,0,1,4396,0,1,Python,133,0,72.8,1,0.4,active,"Repository in Python with low popularity (67 stars, 7 forks). Maintained by a small team of 5 contributors, 364 total commits (72.8 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 4396 characters, no topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago)."
scipy/scipy-stubs,https://github.com/scipy/scipy-stubs,90,36,27,31,4453,39,1,30279,4,1,Python,645,0,143.6,1,1.8,active,"Repository in Python with low popularity (90 stars, 36 forks). Maintained by a team of 31 contributors, 4453 total commits (143.6 per contributor). 39 releases, 27 open issues. It has CI/CD workflows, has a README of 30279 characters, 4 topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago)."
dancinlab/anima,https://github.com/dancinlab/anima,156,50,0,3,6812,3,1,22643,13,1,Python,66,0,2270.7,1,0.2,active,"Repository in Python with moderate popularity (156 stars, 50 forks). Maintained by a small team of 3 contributors, 6812 total commits (2270.7 per contributor). 3 releases, 0 open issues. It has CI/CD workflows, has a README of 22643 characters, 13 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago)."
nicolerenee/infra,https://github.com/nicolerenee/infra,108,7,16,4,3236,0,1,8077,7,0,Python,2860,0,809.0,1,7.8,active,"Repository in Python with moderate popularity (108 stars, 7 forks). Maintained by a small team of 4 contributors, 3236 total commits (809.0 per contributor). 0 releases, 16 open issues. It has CI/CD workflows, has a README of 8077 characters, 7 topics, and is no license. The project is 7.8 years old and currently active (last push 0 days ago)."
NVIDIAGameWorks/toolkit-remix,https://github.com/NVIDIAGameWorks/toolkit-remix,56,28,0,22,940,0,1,2055,0,1,Python,696,0,42.7,1,1.9,active,"Repository in Python with low popularity (56 stars, 28 forks). Maintained by a team of 22 contributors, 940 total commits (42.7 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2055 characters, no topics, and is licensed. The project is 1.9 years old and currently active (last push 0 days ago)."
rezer-bleede/dbt-Workbench,https://github.com/rezer-bleede/dbt-Workbench,59,11,0,4,260,0,1,6725,0,1,Python,169,0,65.0,1,0.5,active,"Repository in Python with low popularity (59 stars, 11 forks). Maintained by a small team of 4 contributors, 260 total commits (65.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 6725 characters, no topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago)."
paragon-intelligence/agentle,https://github.com/paragon-intelligence/agentle,53,13,0,2,1411,286,1,85647,3,1,Python,399,0,705.5,1,1.1,active,"Repository in Python with low popularity (53 stars, 13 forks). Maintained by a small team of 2 contributors, 1411 total commits (705.5 per contributor). 286 releases, 0 open issues. It has CI/CD workflows, has a README of 85647 characters, 3 topics, and is licensed. The project is 1.1 years old and currently active (last push 0 days ago)."
TarasKhust/ecoflow-api-mqtt,https://github.com/TarasKhust/ecoflow-api-mqtt,58,6,7,4,244,108,0,17152,8,1,Python,171,0,61.0,1,0.5,active,"Repository in Python with low popularity (58 stars, 6 forks). Maintained by a small team of 4 contributors, 244 total commits (61.0 per contributor). 108 releases, 7 open issues. It lacks CI/CD workflows, has a README of 17152 characters, 8 topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago)."
HJSang/CRISP_Reasoning_Compression,https://github.com/HJSang/CRISP_Reasoning_Compression,54,7,4,3,14,0,0,8724,0,0,Python,83,0,4.7,1,0.2,active,"Repository in Python with low popularity (54 stars, 7 forks). Maintained by a small team of 3 contributors, 14 total commits (4.7 per contributor). 0 releases, 4 open issues. It lacks CI/CD workflows, has a README of 8724 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago)."
tryHivemind/Hivemind,https://github.com/tryHivemind/Hivemind,177,5,0,5,244,0,0,10366,0,1,Python,23,0,48.8,1,0.1,active,"Repository in Python with moderate popularity (177 stars, 5 forks). Maintained by a small team of 5 contributors, 244 total commits (48.8 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 10366 characters, no topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago)."
tyql688/NTEUID,https://github.com/tyql688/NTEUID,59,4,2,2,100,0,0,1284,3,1,Python,38,0,50.0,1,0.1,active,"Repository in Python with low popularity (59 stars, 4 forks). Maintained by a small team of 2 contributors, 100 total commits (50.0 per contributor). 0 releases, 2 open issues. It lacks CI/CD workflows, has a README of 1284 characters, 3 topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago)."
TencentBlueKing/bamboo-engine,https://github.com/TencentBlueKing/bamboo-engine,172,64,29,9,332,115,1,9150,5,1,Python,1725,0,36.9,1,4.7,active,"Repository in Python with moderate popularity (172 stars, 64 forks). Maintained by a team of 9 contributors, 332 total commits (36.9 per contributor). 115 releases, 29 open issues. It has CI/CD workflows, has a README of 9150 characters, 5 topics, and is licensed. The project is 4.7 years old and currently active (last push 0 days ago)."
meta-pytorch/MSLK,https://github.com/meta-pytorch/MSLK,107,48,79,34,281,0,1,3666,0,1,Python,206,0,8.3,1,0.6,active,"Repository in Python with moderate popularity (107 stars, 48 forks). Maintained by a team of 34 contributors, 281 total commits (8.3 per contributor). 0 releases, 79 open issues. It has CI/CD workflows, has a README of 3666 characters, no topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago)."
RouteWorks/RouterArena,https://github.com/RouteWorks/RouterArena,81,23,12,15,110,0,1,13635,10,1,Python,235,0,7.3,1,0.6,active,"Repository in Python with low popularity (81 stars, 23 forks). Maintained by a team of 15 contributors, 110 total commits (7.3 per contributor). 0 releases, 12 open issues. It has CI/CD workflows, has a README of 13635 characters, 10 topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago)."
